Day,MVP_Volatility,N_Assets
1,0.00750336101250174,5
2,0.007542347253166355,5
3,0.007458452805845247,5
4,0.007378745294693289,5
5,0.007319465182968884,5
6,0.007239923299096632,5
7,0.007449413935194984,5
8,0.007401532250832426,5
9,0.00734447191180767,5
10,0.007363679350311377,5
11,0.007352607352755102,5
12,0.007317902902708154,5
13,0.007288736684537378,5
14,0.0072622820114510295,5
15,0.007272735484089093,5
16,0.007254780209127572,5
17,0.007185839896961594,5
18,0.007129661544667939,5
19,0.00708980490108486,5
20,0.007161410728012661,5
21,0.007160432025507606,5
22,0.007151180466495884,5
23,0.007195839995664516,5
24,0.00714583690881976,5
25,0.007129591828761535,5
26,0.007082618355399978,5
27,0.0071869221053973125,5
28,0.007197315372379575,5
29,0.007214995619371419,5
30,0.007158517927392459,5
31,0.007243453861149469,5
32,0.007232329966354041,5
33,0.007316413504435291,5
34,0.0074356954799316,5
35,0.007378360937873151,5
36,0.007308156848654003,5
37,0.007268692218463952,5
38,0.007264060035707876,5
39,0.007509268631062598,5
40,0.007478438145116581,5
41,0.007384749977806917,5
42,0.007295368416253576,5
43,0.007344433843417954,5
44,0.007471569996497819,5
45,0.007456706626690348,5
46,0.007338235720931573,5
47,0.007475701050592574,5
48,0.007422543733229045,5
49,0.0073132454100792495,5
50,0.007257685813850883,5
51,0.007177545439018885,5
52,0.007131365765321714,5
53,0.007084992554349059,5
54,0.007070661044099782,5
55,0.007523098269848768,5
56,0.0074477082949611,5
57,0.007339320134300953,5
58,0.007275145079568936,5
59,0.0072194661341801,5
60,0.007121470581076669,5
61,0.007097892226351768,5
62,0.0070665500844367905,5
63,0.006975558241640845,5
64,0.006994928234262631,5
65,0.006939111425110857,5
66,0.007523168994041711,5
67,0.0075171658601081316,5
68,0.007399427929663564,5
69,0.007320476007848201,5
70,0.007271119314140239,5
71,0.00718584463943764,5
72,0.007266401089337559,5
73,0.007240261392297685,5
74,0.007147177556564724,5
75,0.007150329369769398,5
76,0.007297034973573341,5
77,0.007303007416039084,5
78,0.007286843007895366,5
79,0.007779060107159995,5
80,0.008402447002836945,5
81,0.010576601927091025,5
82,0.010398127822365585,5
83,0.010393764383489403,5
84,0.010460149894022205,5
85,0.010261398552443074,5
86,0.010001553672124684,5
87,0.010037154416190358,5
88,0.010054181989931792,5
89,0.009853011119224915,5
90,0.0095924270630167,5
91,0.009375860192593568,5
92,0.009147314607050488,5
93,0.009047088704333494,5
94,0.00889589218001728,5
95,0.008722583207072107,5
96,0.00877349749896247,5
97,0.009121592622989345,5
98,0.009041569787759149,5
99,0.008980297688712377,5
100,0.009130413471965006,5
101,0.008994150134038151,5
102,0.008827648399168527,5
103,0.008716337406701788,5
104,0.008785274344174076,5
105,0.008606637636433483,5
106,0.008501115881499847,5
107,0.008395431389644801,5
108,0.008248886896047473,5
109,0.008252143959287812,5
110,0.008147187584762674,5
111,0.008021622131598334,5
112,0.008237346029014757,5
113,0.008980715201420585,5
114,0.008794357108534583,5
115,0.008877622212184065,5
116,0.008770404041870827,5
117,0.008668665445544713,5
118,0.008497003772750093,5
119,0.00846080999412662,5
120,0.008360353331706934,5
121,0.008756717965806482,5
122,0.008604463769256186,5
123,0.008502721232629202,5
124,0.008557156196941074,5
125,0.008392284984437798,5
126,0.008269098947545139,5
127,0.00815474759573936,5
128,0.008041765810724476,5
129,0.008022179015177933,5
130,0.008056633115402794,5
131,0.007909281572530619,5
132,0.007975246316420345,5
133,0.007885010689787015,5
134,0.007788369672597433,5
135,0.007898937594182457,5
136,0.007803052083041546,5
137,0.007762797402837783,5
138,0.007677760087326364,5
139,0.007718544920581608,5
140,0.007697420643628081,5
141,0.007742521845087969,5
142,0.007656755405016851,5
143,0.007561459459271409,5
144,0.007538681676759302,5
145,0.007491805297289079,5
146,0.0075361439157263545,5
147,0.007601682106738966,5
148,0.007528136919488372,5
149,0.00781305026391138,5
150,0.007803814940219049,5
151,0.0077902938356330855,5
152,0.007719373321622292,5
153,0.007623698158562898,5
154,0.007567984976726937,5
155,0.007826419013311868,5
156,0.007712991004239071,5
157,0.007650469254183087,5
158,0.008138049108940481,5
159,0.008374746087209367,5
160,0.00828598111760015,5
161,0.008217257811035961,5
162,0.008462960546788884,5
163,0.00837550251480936,5
164,0.008365062543638176,5
165,0.008250080571120885,5
166,0.008213849680784095,5
167,0.00817901018212663,5
168,0.008013253463466841,5
169,0.007872990931911536,5
170,0.007938018375357531,5
171,0.007965826815689877,5
172,0.008090384420546399,5
173,0.008307411140078328,5
174,0.008267148165384765,5
175,0.008260631150290597,5
176,0.008266154053495069,5
177,0.008431995488642385,5
178,0.008244440533328687,5
179,0.008126447565077093,5
180,0.008108995450312148,5
181,0.00817808529546845,5
182,0.008768837870239004,5
183,0.008747810126626407,5
184,0.008701631587518254,5
185,0.008765267047611424,5
186,0.00869471255875166,5
187,0.008495744336858865,5
188,0.008689947941382923,5
189,0.008549077098342532,5
190,0.00848192176194031,5
191,0.008291458290031917,5
192,0.00818040915002674,5
193,0.008038318647820496,5
194,0.007975369173344536,5
195,0.008061584804594223,5
196,0.008003890415355278,5
197,0.00809698513113132,5
198,0.008059140633300524,5
199,0.00803260114192366,5
200,0.007995974607197176,5
201,0.007879073815601108,5
202,0.00794915746065549,5
203,0.007955381857331722,5
204,0.008312412567523266,5
205,0.008196603543143775,5
206,0.008087260106421404,5
207,0.008081948266345824,5
208,0.007944528993761352,5
209,0.007824637790960438,5
210,0.008857229581336683,5
211,0.009167983527666127,5
212,0.009099202330660154,5
213,0.009154474568959094,5
214,0.00905642448200125,5
215,0.00888216139057,5
216,0.008721939477128172,5
217,0.008673553375963143,5
218,0.008550780293353516,5
219,0.008549826252425747,5
220,0.008469760039528883,5
221,0.008614582065156794,5
222,0.008447031654495776,5
223,0.008259099095086713,5
224,0.008214611812139326,5
225,0.008261209465019228,5
226,0.008584880158173663,5
227,0.008658586945905225,5
228,0.008514261686634814,5
229,0.008455463912972201,5
